city,year,yield,station_id,MESS_DATUM,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
"Köln, kreisfreie Stadt",1979,6.4,2667,19790101,5.0,9.3,2.2,5,1.1,7.0,1.0,18.0,4.3,1.8,1006.0,-14.2,84.0,-9.3,-21.7,-22.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790102,5.0,7.3,3.2,5,2.4,7.0,2.8,16.0,6.0,2.5,1009.8,-9.4,85.0,-6.9,-18.2,-21.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790103,5.0,5.1,1.7,5,0.0,7.0,1.5,21.0,7.0,2.9,1010.8,-7.6,84.0,-4.4,-12.0,-20.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790104,5.0,6.7,2.4,5,0.0,0.0,1.7,19.0,4.3,2.4,1003.2,-10.7,84.0,-6.2,-14.4,-13.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790105,5.0,4.0,1.3,5,0.0,0.0,3.4,16.0,5.7,1.8,1013.6,-13.2,82.0,-9.2,-20.2,-21.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790106,5.0,6.8,2.8,5,0.0,0.0,6.6,15.0,2.3,2.1,1019.2,-11.8,81.0,-6.6,-18.1,-22.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790107,5.0,7.9,4.7,5,6.6,6.0,4.2,14.0,6.0,2.9,1018.7,-5.7,76.0,-3.4,-14.2,-17.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790108,5.0,6.4,3.5,5,8.6,8.0,0.0,10.0,8.0,5.2,1010.0,-0.4,89.0,0.1,-3.6,-4.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790109,5.0,5.7,2.3,5,8.9,8.0,0.0,14.0,7.3,6.2,999.1,0.8,97.0,1.5,-0.4,-0.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790110,5.0,14.4,5.9,5,7.5,8.0,0.0,17.0,7.0,5.3,981.6,0.7,85.0,2.0,-3.6,-6.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790111,5.0,13.4,4.9,5,3.4,8.0,0.0,21.0,8.0,5.9,971.4,1.1,91.0,2.2,-0.2,-0.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790112,5.0,12.9,5.8,5,4.3,8.0,0.3,19.0,6.7,5.8,989.0,1.4,85.0,2.0,0.2,-0.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790113,5.0,10.8,4.1,5,0.6,7.0,3.0,16.0,6.3,5.0,1006.4,0.3,79.0,2.0,-0.5,-1.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790114,5.0,4.6,1.7,5,0.0,7.0,5.8,15.0,4.7,3.8,1018.3,-4.8,80.0,1.5,-9.2,-5.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790115,5.0,3.1,1.7,5,0.0,0.0,6.9,14.0,2.7,3.0,1021.8,-7.4,85.0,-2.2,-13.6,-15.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790116,5.0,3.2,1.3,5,0.0,6.0,0.5,13.0,6.7,3.4,1021.6,-7.0,87.0,-3.8,-10.0,-8.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790117,5.0,6.7,1.3,5,0.1,8.0,0.1,13.0,7.7,3.6,1012.3,-4.0,82.0,-2.5,-12.7,-14.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790118,5.0,10.3,4.1,5,0.0,0.0,4.0,13.0,3.7,3.5,1009.4,-4.2,77.0,-2.2,-5.3,-7.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790119,5.0,10.8,6.5,5,0.0,0.0,5.4,13.0,3.7,3.6,1007.1,-3.1,73.0,-0.4,-5.4,-7.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790120,5.0,9.0,5.0,5,5.2,8.0,0.0,13.0,5.7,4.1,1007.4,-2.4,81.0,-0.9,-7.2,-10.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790121,5.0,6.2,3.8,5,0.0,8.0,0.0,13.0,8.0,4.6,1012.4,-2.5,90.0,-0.8,-3.2,-2.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790122,5.0,8.7,4.1,5,6.7,6.0,0.0,13.0,8.0,4.4,1005.9,-2.0,86.0,-0.2,-5.0,-4.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790123,5.0,10.8,4.5,5,5.6,8.0,0.0,13.0,8.0,6.5,994.2,2.0,93.0,3.5,-1.1,-2.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790124,5.0,12.9,3.5,5,3.4,7.0,0.0,12.0,8.0,5.7,995.0,-0.1,93.0,3.3,-0.8,-1.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790125,5.0,8.2,3.6,5,0.0,0.0,0.0,16.0,7.0,4.2,991.5,-1.6,76.0,0.6,-4.0,-7.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790126,5.0,7.7,3.7,5,0.5,8.0,1.0,15.0,6.7,4.7,984.6,0.2,76.0,1.7,-3.1,-6.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790127,5.0,5.1,2.1,5,0.2,7.0,0.0,15.0,6.7,4.7,987.5,-0.7,81.0,0.8,-2.6,-3.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790128,5.0,4.6,0.8,5,0.0,0.0,0.0,15.0,6.3,4.6,987.5,-2.6,93.0,-0.3,-5.2,-6.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790129,5.0,7.1,4.1,5,0.0,8.0,0.3,15.0,6.3,5.3,987.9,2.1,77.0,3.5,-4.6,-7.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790130,5.0,6.5,2.5,5,5.2,8.0,0.0,15.0,6.7,6.6,990.0,2.1,92.0,3.8,0.9,-0.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790131,5.0,10.1,3.7,5,0.6,8.0,0.0,13.0,8.0,5.9,1003.4,1.8,86.0,2.6,0.0,-1.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790201,5.0,9.8,4.8,5,4.3,8.0,0.2,12.0,6.3,5.4,991.2,3.1,72.0,4.0,1.1,-1.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790202,5.0,9.3,3.1,5,4.0,6.0,0.0,7.0,8.0,6.3,985.1,1.4,90.0,5.3,-0.3,0.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790203,5.0,8.2,2.9,5,0.0,0.0,7.4,3.0,5.0,4.8,995.7,1.3,71.0,3.6,-2.5,-3.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790204,5.0,8.7,3.6,5,0.8,8.0,0.0,2.0,7.3,4.9,991.7,0.6,78.0,1.7,-1.5,-1.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790205,5.0,8.2,1.8,5,0.0,0.0,3.6,2.0,7.3,5.3,990.6,1.0,79.0,4.9,-1.4,-0.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790206,5.0,8.7,2.6,5,0.0,0.0,8.3,2.0,0.3,3.8,1003.2,-1.9,72.0,3.1,-5.5,-7.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790207,5.0,12.4,5.2,5,11.1,8.0,0.0,2.0,7.7,5.5,987.2,0.6,88.0,1.6,-2.9,-5.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790208,5.0,11.8,3.8,5,0.0,0.0,5.9,0.0,5.0,4.8,996.2,-0.5,78.0,4.7,-3.3,0.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790209,5.0,6.2,2.7,5,0.0,0.0,0.2,0.0,6.7,4.3,993.6,-1.8,79.0,2.2,-5.1,-6.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790210,5.0,10.3,3.1,5,0.0,0.0,3.4,0.0,7.0,3.4,988.9,-0.2,57.0,3.0,-5.2,-6.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790211,5.0,11.3,6.1,5,5.8,6.0,0.0,0.0,7.7,4.4,983.5,1.4,65.0,4.4,-0.6,-1.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790212,5.0,9.8,4.4,5,0.8,6.0,1.5,0.0,7.3,7.5,978.3,5.0,85.0,9.1,-0.1,-0.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790213,5.0,7.2,4.1,5,4.0,6.0,0.2,0.0,6.7,8.4,977.5,5.4,92.0,8.0,1.9,-0.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790214,5.0,6.7,3.4,5,4.9,8.0,0.0,0.0,8.0,7.0,975.1,1.8,90.0,9.0,-2.0,3.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790215,5.0,4.1,1.8,5,0.0,8.0,0.0,5.0,8.0,4.3,993.2,-2.5,85.0,-0.9,-5.2,-5.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790216,5.0,4.1,1.8,5,0.0,0.0,0.0,4.0,8.0,4.0,1007.9,-2.0,78.0,-0.2,-5.0,-5.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790217,5.0,6.0,2.5,5,1.7,8.0,0.0,4.0,7.7,4.2,1004.8,-3.8,88.0,-0.9,-5.1,-3.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790218,5.0,3.1,0.9,5,0.0,0.0,0.0,7.0,8.0,4.3,1007.5,-2.9,88.0,-1.6,-5.6,-5.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790219,5.0,2.6,1.2,5,0.0,7.0,0.0,5.0,8.0,4.9,1014.3,-1.0,87.0,0.5,-2.9,-3.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790220,5.0,2.6,0.6,5,0.0,0.0,0.0,5.0,6.3,4.8,1019.3,-1.8,87.0,2.4,-4.3,-4.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790221,5.0,5.7,1.5,5,0.0,0.0,4.4,4.0,4.7,4.1,1015.1,-0.8,74.0,5.2,-9.0,-9.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790222,5.0,4.6,1.0,5,3.2,8.0,0.0,3.0,8.0,4.8,1014.3,-2.1,92.0,-1.3,-5.5,-7.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790223,5.0,8.7,3.0,5,0.0,8.0,0.0,4.0,8.0,6.2,1017.4,2.0,88.0,3.1,-2.1,-2.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790224,5.0,9.3,3.8,5,0.0,8.0,0.4,0.0,7.3,5.1,1024.0,0.6,78.0,3.2,-1.4,-0.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790225,5.0,4.6,1.3,5,0.0,0.0,3.5,0.0,5.7,4.5,1030.4,-1.6,83.0,1.6,-4.0,-5.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790226,5.0,3.1,1.0,5,0.0,0.0,0.6,0.0,6.7,4.6,1023.9,-1.1,82.0,2.3,-3.6,-5.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790227,5.0,6.2,2.3,5,0.0,0.0,7.1,0.0,2.7,4.0,1012.1,-0.1,68.0,7.3,-5.1,-6.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790228,5.0,11.3,5.7,5,0.1,6.0,9.0,0.0,3.3,3.9,994.9,3.3,51.0,7.5,-3.2,-5.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790301,5.0,11.8,4.0,5,0.2,8.0,4.9,0.0,4.3,5.4,1003.5,2.4,74.0,7.3,-0.1,-3.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790302,5.0,10.3,4.3,5,3.1,6.0,0.0,0.0,7.7,6.9,1011.7,4.9,81.0,6.0,-0.4,-2.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790303,5.0,8.7,4.9,5,0.4,6.0,0.1,0.0,7.7,8.9,1013.6,8.7,80.0,10.7,5.5,3.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790304,5.0,10.3,3.8,5,4.6,6.0,0.0,0.0,7.3,9.0,1013.3,5.2,91.0,10.1,0.8,7.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790305,5.0,4.1,1.7,5,0.0,0.0,5.1,0.0,2.0,5.2,1017.4,-0.2,84.0,8.3,-3.3,-4.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790306,5.0,7.7,3.6,5,1.0,6.0,1.1,0.0,3.3,6.8,1004.2,3.4,89.0,7.3,-4.8,-7.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790307,5.0,15.1,5.2,5,4.8,8.0,4.7,0.0,5.7,6.1,1002.0,4.0,73.0,9.2,0.8,1.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790308,5.0,8.7,3.5,5,0.0,6.0,3.6,0.0,6.3,6.4,1009.3,5.8,70.0,9.5,-0.2,-2.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790309,5.0,17.0,7.1,5,11.8,8.0,0.0,0.0,7.7,6.9,993.3,4.4,80.0,7.3,3.0,2.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790310,5.0,18.5,4.6,5,3.5,8.0,6.0,0.0,7.0,4.5,1000.1,3.5,57.0,7.1,0.4,-0.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790311,5.0,12.4,4.5,5,16.9,6.0,0.0,0.0,8.0,10.0,991.5,8.0,95.0,10.8,1.7,0.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790312,5.0,13.4,4.8,5,0.0,6.0,0.7,0.0,7.3,7.2,997.5,7.2,72.0,10.8,4.9,4.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790313,5.0,7.3,2.2,5,3.6,6.0,0.0,0.0,8.0,7.9,997.1,5.9,84.0,7.6,5.4,4.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790314,5.0,5.7,2.7,5,9.0,6.0,0.0,0.0,8.0,8.7,992.0,5.8,93.0,7.9,3.6,3.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790315,5.0,8.3,4.2,5,3.6,6.0,0.1,0.0,7.7,9.2,982.5,7.7,89.0,11.3,4.3,3.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790316,5.0,7.7,3.9,5,1.8,8.0,0.0,0.0,7.7,7.2,982.3,4.9,80.0,8.5,3.7,5.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790317,5.0,6.7,3.1,5,0.8,6.0,6.0,0.0,5.0,6.1,990.1,5.2,69.0,9.7,1.4,-1.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790318,5.0,7.2,2.7,5,17.8,8.0,2.8,0.0,6.7,7.4,988.4,4.4,91.0,8.1,-1.2,-2.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790319,5.0,7.9,2.8,5,0.0,0.0,0.0,0.0,6.0,6.1,993.9,2.2,85.0,5.7,0.5,1.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790320,5.0,6.0,2.6,5,0.3,6.0,2.6,0.0,6.0,7.0,987.4,4.9,82.0,10.0,-0.8,-2.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790321,5.0,14.4,4.9,5,3.1,8.0,3.8,0.0,6.3,6.8,989.6,5.2,73.0,12.0,1.2,0.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790322,5.0,14.7,5.2,5,6.2,8.0,7.3,0.0,5.0,5.6,998.7,5.9,63.0,9.2,-0.7,-2.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790323,5.0,9.8,3.0,5,0.1,8.0,5.0,0.0,5.0,5.0,1005.4,2.2,68.0,7.6,-0.4,-0.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790324,5.0,6.8,2.4,5,0.0,6.0,11.0,0.0,2.0,3.9,1007.7,3.5,56.0,9.8,-4.7,-5.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790325,5.0,11.7,6.0,5,2.3,6.0,0.0,0.0,7.7,9.8,991.4,10.6,77.0,12.8,1.8,-0.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790326,5.0,16.5,6.0,5,0.0,6.0,1.6,0.0,7.0,7.1,986.8,9.2,58.0,14.2,6.6,6.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790327,5.0,14.4,7.1,5,0.0,6.0,0.3,0.0,7.3,7.5,981.3,8.3,69.0,10.1,4.4,1.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790328,5.0,12.4,5.7,5,0.5,6.0,1.7,0.0,6.0,6.7,976.5,6.3,66.0,10.7,3.4,6.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790329,5.0,6.7,2.5,5,1.5,6.0,4.9,0.0,6.3,5.6,986.6,5.6,66.0,10.0,-2.1,-4.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790330,5.0,10.3,5.7,5,6.0,6.0,0.0,0.0,8.0,7.4,993.1,3.8,92.0,6.9,2.8,3.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790331,5.0,9.3,3.9,5,3.1,6.0,0.2,0.0,8.0,6.7,999.3,4.0,82.0,6.4,3.0,3.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790401,5.0,8.2,2.4,5,3.7,6.0,0.0,0.0,7.7,8.0,997.8,5.6,87.0,9.0,2.7,2.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790402,5.0,9.2,3.1,5,11.1,6.0,0.0,0.0,7.7,8.1,991.9,6.4,82.0,10.0,4.4,2.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790403,5.0,12.9,3.9,5,3.4,6.0,6.8,0.0,4.3,6.3,987.9,3.0,79.0,9.2,0.4,2.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790404,5.0,9.0,2.4,5,1.3,6.0,2.8,0.0,7.7,6.8,991.1,4.4,83.0,7.8,-1.2,-1.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790405,5.0,7.2,2.3,5,2.1,8.0,0.0,0.0,8.0,6.7,996.2,2.2,94.0,5.6,1.4,0.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790406,5.0,6.0,2.0,5,0.0,6.0,5.4,0.0,4.3,6.0,1000.9,2.6,79.0,8.2,-0.4,-0.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790407,5.0,10.3,2.8,5,0.0,0.0,8.4,0.0,3.0,5.8,1005.7,5.2,70.0,10.6,-3.7,-5.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790408,5.0,8.7,3.4,5,0.0,0.0,4.0,0.0,5.0,6.3,1005.5,6.3,69.0,11.5,-1.0,-2.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790409,5.0,12.8,5.8,5,0.0,0.0,9.9,0.0,3.3,6.6,999.8,10.2,54.0,16.0,2.6,0.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790410,5.0,11.3,5.9,5,0.0,0.0,9.1,0.0,5.3,7.1,995.3,12.9,51.0,18.5,5.1,5.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790411,5.0,10.5,4.0,5,3.6,6.0,10.3,0.0,3.0,8.0,992.9,13.0,54.0,19.0,7.0,2.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790412,5.0,9.3,2.8,5,0.4,6.0,9.4,0.0,4.3,8.6,1002.3,10.8,65.0,18.1,8.7,7.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790413,5.0,4.6,2.2,5,0.0,0.0,11.7,0.0,2.3,7.7,1005.3,12.9,53.0,20.8,4.3,1.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790414,5.0,9.0,2.4,5,0.0,0.0,11.5,0.0,1.3,7.5,1005.7,14.6,49.0,21.9,4.4,2.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790415,5.0,6.0,1.7,5,0.0,0.0,8.7,0.0,2.3,8.3,1012.2,13.8,54.0,21.9,5.9,3.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790416,5.0,10.8,3.8,5,4.4,6.0,0.2,0.0,7.3,8.1,1008.7,6.6,80.0,12.9,4.4,5.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790417,5.0,6.9,3.1,5,0.1,6.0,0.0,0.0,8.0,7.9,1010.2,5.9,85.0,7.6,4.2,4.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790418,5.0,8.2,2.9,5,0.0,0.0,10.6,0.0,3.0,5.0,1017.2,5.2,57.0,10.5,0.9,-1.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790419,5.0,6.2,1.1,5,0.0,6.0,12.3,0.0,2.0,5.2,1015.4,5.0,60.0,12.1,-2.7,-5.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790420,5.0,6.7,2.1,5,6.6,6.0,0.1,0.0,7.7,8.6,1007.4,7.4,84.0,9.9,-0.9,-2.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790421,5.0,11.0,3.0,5,5.5,6.0,0.9,0.0,7.7,8.5,1002.6,8.6,77.0,12.6,4.7,3.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790422,5.0,9.3,3.1,5,4.6,6.0,1.1,0.0,7.3,7.9,997.6,9.2,69.0,11.6,6.7,6.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790423,5.0,11.5,4.2,5,0.4,6.0,0.9,0.0,7.3,9.4,985.9,10.6,71.0,15.1,7.7,6.7
"Köln, kreisfreie Stadt",1979,6.4,2667,19790424,5.0,13.4,4.0,5,1.9,6.0,2.0,0.0,7.7,8.5,986.1,8.4,76.0,11.8,6.9,6.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790425,5.0,7.2,1.5,5,0.5,6.0,0.4,0.0,5.0,7.4,995.4,5.7,79.0,10.5,2.9,4.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790426,5.0,7.2,1.3,5,0.0,6.0,2.7,0.0,4.0,7.6,1003.8,6.9,77.0,12.0,1.5,0.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790427,5.0,9.3,2.6,5,0.0,6.0,1.5,0.0,6.7,7.4,1011.8,7.3,72.0,11.0,1.7,0.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790428,5.0,6.9,1.3,5,0.0,6.0,2.9,0.0,6.0,6.9,1005.8,8.2,66.0,11.0,1.0,-1.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790429,5.0,7.2,2.7,5,5.2,6.0,0.3,0.0,8.0,8.2,1000.4,8.5,75.0,11.1,1.8,0.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790430,5.0,14.9,4.6,5,3.0,6.0,3.8,0.0,5.3,6.6,994.4,7.0,63.0,9.9,3.7,6.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790501,5.0,10.8,3.5,5,1.8,6.0,1.1,0.0,7.7,7.2,993.6,6.4,76.0,9.0,1.0,-2.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790502,5.0,25.0,6.6,5,2.6,8.0,4.3,0.0,6.0,6.3,990.2,2.0,85.0,7.5,0.6,3.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790503,5.0,12.9,3.4,5,8.6,8.0,3.1,0.0,6.7,6.5,999.5,4.3,78.0,9.1,0.0,-0.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790504,5.0,5.7,1.6,5,11.0,8.0,1.1,1.0,7.3,6.6,1004.1,2.2,94.0,6.2,0.0,-0.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790505,5.0,9.8,1.7,5,0.0,6.0,2.5,0.0,7.0,6.6,1009.9,3.6,85.0,7.8,-1.4,-2.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790506,5.0,10.8,2.1,5,0.2,6.0,4.7,0.0,5.3,6.5,1012.2,4.9,75.0,9.8,-0.1,-1.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790507,5.0,7.2,1.7,5,0.0,0.0,11.7,0.0,1.0,6.5,1012.5,7.2,67.0,15.5,-2.9,-4.2
"Köln, kreisfreie Stadt",1979,6.4,2667,19790508,5.0,10.3,2.6,5,0.0,0.0,13.2,0.0,3.3,6.2,1010.6,11.3,47.0,19.2,-0.2,-1.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790509,5.0,10.1,3.0,5,0.0,0.0,11.9,0.0,4.7,7.6,1009.5,14.9,46.0,20.9,3.9,0.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790510,5.0,9.0,3.1,5,0.3,6.0,8.4,0.0,3.7,6.4,1017.6,7.6,60.0,14.0,5.5,6.4
"Köln, kreisfreie Stadt",1979,6.4,2667,19790511,5.0,7.8,2.9,5,15.7,6.0,0.0,0.0,8.0,11.5,1012.0,10.5,93.0,12.7,3.6,1.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790512,5.0,7.7,2.9,5,0.0,0.0,4.7,0.0,7.0,11.5,1018.0,12.8,77.0,16.9,11.6,11.0
"Köln, kreisfreie Stadt",1979,6.4,2667,19790513,5.0,5.2,1.2,5,0.0,0.0,9.4,0.0,2.7,11.7,1021.1,13.8,74.0,20.4,7.6,6.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790514,5.0,4.6,1.4,5,0.0,0.0,13.7,0.0,1.7,12.2,1017.8,17.2,63.0,26.2,7.2,5.3
"Köln, kreisfreie Stadt",1979,6.4,2667,19790515,5.0,11.3,2.7,5,0.0,0.0,14.4,0.0,0.0,11.8,1008.0,19.0,53.0,26.2,9.8,7.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790516,5.0,11.3,4.6,5,0.0,0.0,14.0,0.0,1.3,11.7,996.8,22.4,44.0,28.1,10.4,7.1
"Köln, kreisfreie Stadt",1979,6.4,2667,19790517,5.0,9.8,3.9,5,0.0,6.0,0.0,0.0,7.3,11.4,997.9,14.6,68.0,22.5,13.7,11.8
"Köln, kreisfreie Stadt",1979,6.4,2667,19790518,5.0,9.3,2.2,5,1.4,6.0,0.3,0.0,6.3,11.8,1003.4,11.9,81.0,15.0,10.4,9.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790519,5.0,6.7,1.7,5,0.0,6.0,11.1,0.0,3.7,9.5,1007.8,14.9,60.0,20.0,4.0,1.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790520,5.0,14.4,3.6,5,2.2,6.0,0.0,0.0,8.0,13.4,999.1,17.4,65.0,22.8,13.1,11.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790521,5.0,19.0,5.4,5,4.8,6.0,3.3,0.0,6.3,10.1,1004.4,14.6,61.0,18.5,10.2,8.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790522,5.0,8.7,3.5,5,0.0,6.0,1.9,0.0,5.7,12.9,1004.5,14.1,79.0,17.0,11.1,9.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790523,5.0,14.4,4.3,5,1.9,6.0,4.0,0.0,7.0,13.1,1000.5,15.6,72.0,23.6,10.9,8.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790524,5.0,5.7,1.8,5,11.8,6.0,2.0,0.0,5.7,10.6,998.6,9.7,87.0,13.4,8.8,8.6
"Köln, kreisfreie Stadt",1979,6.4,2667,19790525,5.0,14.4,4.2,5,3.6,6.0,4.9,0.0,5.3,9.8,1000.0,10.0,78.0,14.8,5.6,2.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790526,5.0,20.1,5.2,5,4.3,6.0,5.7,0.0,7.0,13.1,998.1,15.9,73.0,22.6,7.6,6.5
"Köln, kreisfreie Stadt",1979,6.4,2667,19790527,5.0,11.8,3.0,5,1.1,6.0,2.7,0.0,7.3,12.1,999.8,13.6,78.0,17.4,12.5,11.9
"Köln, kreisfreie Stadt",1979,6.4,2667,19790528,5.0,10.8,3.7,5,0.0,0.0,15.3,0.0,3.0,10.8,1006.5,15.3,63.0,22.0,7.3,4.3
