city,year,yield,station_id,MESS_DATUM,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
"Köln, kreisfreie Stadt",2001,9.15,2667,20010821,10.0,6.0,2.0,10,0.0,0.0,9.2,0.0,4.1,15.8,1007.9,20.9,67.0,27.3,14.1,12.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20010822,10.0,,2.7,10,0.0,0.0,11.8,0.0,1.7,15.3,1009.9,22.8,58.0,29.7,17.1,15.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010823,10.0,6.8,2.5,10,0.0,0.0,9.7,0.0,4.3,16.7,1008.2,23.3,60.0,29.3,15.1,13.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010824,10.0,6.5,1.8,10,0.0,0.0,10.4,0.0,1.8,17.6,1005.8,24.2,62.0,31.9,16.9,14.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20010825,10.0,5.4,1.6,10,0.0,0.0,12.4,0.0,0.7,15.6,1005.8,24.6,57.0,34.2,15.8,14.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010826,10.0,7.0,2.3,10,0.0,6.0,11.8,0.0,2.4,15.3,1004.5,25.7,51.0,34.9,16.2,14.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20010827,10.0,12.6,4.4,10,0.1,6.0,5.7,0.0,5.5,14.5,1005.9,18.6,68.0,23.0,9.9,7.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010828,10.0,8.9,2.5,10,0.0,0.0,10.8,0.0,2.6,10.6,1008.1,14.4,68.0,21.6,6.7,2.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20010829,10.0,7.8,2.3,10,0.0,0.0,12.1,0.0,4.1,10.5,1003.6,15.7,63.0,23.8,6.5,4.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20010830,10.0,8.0,2.5,10,0.2,6.0,2.0,0.0,6.2,11.9,997.7,15.9,67.0,22.3,9.1,6.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20010831,10.0,9.8,2.2,10,3.3,6.0,2.2,0.0,5.7,14.4,998.2,14.9,86.0,21.7,12.1,9.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20010901,10.0,10.3,2.5,10,0.1,6.0,1.4,0.0,6.3,13.7,1003.6,14.9,82.0,20.8,9.3,6.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20010902,10.0,8.4,2.4,10,1.9,6.0,2.5,0.0,6.4,13.1,1004.7,14.4,80.0,21.6,7.7,5.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010903,10.0,8.0,2.9,10,18.3,6.0,0.0,0.0,8.0,16.7,1000.5,15.7,93.0,17.7,13.3,12.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20010904,10.0,11.5,3.9,10,6.7,6.0,3.7,0.0,7.0,13.5,997.8,14.0,85.0,18.0,12.5,12.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20010905,10.0,12.6,4.7,10,3.1,6.0,0.3,0.0,6.6,12.9,1004.7,13.0,86.0,15.9,9.1,7.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20010906,10.0,6.6,2.1,10,5.7,6.0,0.0,0.0,6.9,13.0,1002.8,12.0,92.0,14.1,9.5,8.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20010907,10.0,10.4,3.2,10,7.8,6.0,0.0,0.0,7.4,13.7,1002.5,13.4,90.0,15.5,10.2,9.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20010908,10.0,,,10,3.9,6.0,3.9,0.0,6.2,12.3,995.9,13.6,78.0,16.8,9.4,8.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20010909,10.0,,,10,0.2,6.0,4.8,0.0,5.9,10.3,997.2,11.0,79.0,15.3,8.3,7.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010910,10.0,16.1,6.1,10,3.3,6.0,1.5,0.0,7.0,11.7,999.3,12.2,82.0,16.0,10.2,9.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010911,10.0,13.8,5.2,10,17.2,6.0,2.1,0.0,6.7,11.2,1002.3,12.4,78.0,16.3,9.9,9.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20010912,10.0,11.1,3.5,10,11.4,6.0,0.0,0.0,7.8,13.9,1002.4,13.4,90.0,15.4,11.8,11.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010913,10.0,13.2,3.4,10,8.2,6.0,2.5,0.0,7.3,12.9,993.0,13.5,84.0,18.8,10.0,9.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20010914,10.0,8.3,2.9,10,3.6,6.0,1.3,0.0,7.4,12.1,995.0,12.1,86.0,16.2,9.7,9.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010915,10.0,10.3,3.7,10,9.6,6.0,1.4,0.0,7.1,11.8,999.3,12.3,83.0,16.3,9.3,8.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010916,10.0,10.9,3.2,10,8.3,6.0,0.8,0.0,7.5,11.2,999.9,10.2,90.0,14.7,8.8,8.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010917,10.0,7.3,3.0,10,1.3,6.0,0.5,0.0,6.6,11.0,1001.2,10.2,88.0,13.5,7.7,6.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010918,10.0,7.6,2.9,10,0.0,0.0,5.8,0.0,4.5,10.0,1000.9,10.3,81.0,16.0,5.2,2.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20010919,10.0,14.1,5.8,10,10.0,6.0,0.4,0.0,7.3,11.1,994.8,11.6,82.0,13.9,10.2,9.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20010920,10.0,10.8,4.4,10,10.0,6.0,0.1,0.0,7.3,12.8,996.4,12.5,88.0,14.2,11.3,10.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20010921,10.0,9.9,3.6,10,1.1,6.0,1.5,0.0,7.0,12.1,1001.7,12.0,87.0,16.0,9.1,6.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20010922,10.0,9.1,2.2,10,0.0,6.0,5.2,0.0,4.9,10.7,1003.0,10.7,84.0,16.4,5.9,3.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20010923,10.0,5.0,1.8,10,0.0,6.0,2.1,0.0,4.9,10.7,998.0,11.2,82.0,17.1,6.9,4.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20010924,10.0,4.2,1.2,10,0.5,6.0,0.7,0.0,5.5,10.7,1000.1,9.3,91.0,14.3,3.6,1.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20010925,10.0,4.4,1.7,10,0.0,6.0,1.4,0.0,5.3,11.7,1005.5,10.6,91.0,16.1,5.6,4.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20010926,10.0,7.1,2.2,10,3.5,6.0,6.7,0.0,3.8,11.4,1007.6,12.0,82.0,18.7,4.6,2.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20010927,10.0,10.0,3.2,10,0.7,6.0,0.4,0.0,7.2,14.7,1004.1,15.0,86.0,19.6,12.0,10.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010928,10.0,5.2,2.2,10,0.0,0.0,8.2,0.0,4.9,13.4,1004.2,15.0,80.0,21.2,10.8,9.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20010929,10.0,8.8,3.0,10,2.1,6.0,4.0,0.0,6.5,13.9,1000.8,14.9,82.0,20.6,10.9,9.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20010930,10.0,6.1,2.4,10,3.1,6.0,5.7,0.0,6.0,14.0,1001.3,16.1,78.0,21.5,13.8,12.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011001,10.0,12.2,4.2,10,4.5,6.0,0.0,0.0,7.7,15.5,996.5,16.5,83.0,20.1,13.9,13.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011002,10.0,15.6,4.9,10,7.5,6.0,3.5,0.0,5.9,16.7,997.0,19.4,75.0,26.0,14.3,13.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011003,10.0,7.5,1.8,10,1.5,6.0,0.1,0.0,7.4,15.5,1000.0,15.1,90.0,17.3,12.3,10.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011004,10.0,9.0,2.9,10,0.0,0.0,6.4,0.0,3.8,12.0,1004.2,13.8,77.0,19.1,9.7,7.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011005,10.0,8.4,3.3,10,0.0,0.0,3.8,0.0,5.0,12.4,1000.5,13.0,83.0,18.0,9.1,7.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011006,10.0,10.1,3.8,10,4.4,6.0,3.5,0.0,6.3,14.5,997.8,16.6,78.0,21.3,11.9,9.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011007,10.0,10.7,4.2,10,0.0,6.0,3.2,0.0,5.5,14.4,995.6,15.8,81.0,19.2,13.8,12.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011008,10.0,13.7,5.3,10,0.2,6.0,0.7,0.0,5.5,11.9,996.5,13.8,75.0,16.6,10.7,9.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011009,10.0,12.9,4.7,10,0.0,0.0,3.2,0.0,3.7,11.6,1002.6,13.6,75.0,17.9,10.3,6.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011010,10.0,8.5,3.1,10,0.0,0.0,6.6,0.0,3.6,11.9,1012.1,13.6,78.0,19.1,9.6,8.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011011,10.0,7.0,2.5,10,0.0,0.0,8.8,0.0,6.3,12.4,1016.7,13.9,79.0,19.7,9.9,8.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011012,10.0,5.6,2.8,10,0.0,0.0,9.5,0.0,1.8,13.0,1014.5,14.8,78.0,21.6,8.4,5.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011013,10.0,6.6,3.0,10,0.0,0.0,6.9,0.0,0.3,15.1,1010.5,17.6,75.0,23.7,13.2,11.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011014,10.0,7.2,3.1,10,0.1,6.0,6.0,0.0,3.7,15.5,1006.6,17.2,79.0,22.5,13.3,10.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011015,10.0,9.0,3.4,10,0.0,6.0,4.8,0.0,4.7,16.0,1004.7,16.6,84.0,21.9,12.9,10.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011016,10.0,5.3,1.8,10,0.0,0.0,6.1,0.0,3.7,12.9,1013.8,14.6,78.0,20.4,8.2,6.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011017,10.0,10.2,3.1,10,0.0,0.0,5.0,0.0,4.1,12.6,1009.4,12.6,86.0,18.9,6.8,5.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011018,10.0,10.8,4.8,10,4.6,6.0,6.0,0.0,4.5,13.7,1002.5,14.2,85.0,17.7,12.1,9.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011019,10.0,9.0,4.4,10,0.0,0.0,8.5,0.0,4.9,13.4,1001.5,14.9,80.0,20.3,11.2,8.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011020,10.0,9.6,3.5,10,2.3,6.0,6.8,0.0,5.2,11.2,995.6,14.3,69.0,20.5,8.7,5.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011021,10.0,8.7,3.5,10,1.0,6.0,0.3,0.0,7.5,12.7,992.8,13.3,83.0,15.4,11.8,10.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011022,10.0,9.7,2.6,10,0.0,0.0,5.9,0.0,3.4,11.4,1000.7,12.6,79.0,18.1,7.0,4.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011023,10.0,8.0,3.1,10,7.5,6.0,0.0,0.0,6.5,12.0,1004.9,11.2,90.0,13.8,7.1,4.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011024,10.0,8.8,2.7,10,3.0,6.0,3.3,0.0,5.5,12.5,1008.9,12.7,86.0,17.1,9.3,7.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011025,10.0,6.9,2.4,10,0.8,6.0,2.2,0.0,6.6,12.7,1010.6,12.5,88.0,16.5,10.7,9.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011026,10.0,8.2,3.5,10,0.0,6.0,4.7,0.0,4.4,12.2,1007.9,12.5,84.0,16.3,9.7,8.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011027,10.0,7.2,2.9,10,3.6,6.0,1.8,0.0,7.0,12.6,1006.3,12.6,86.0,15.8,10.4,8.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011028,10.0,4.2,1.3,10,7.9,6.0,0.1,0.0,6.3,11.8,1012.6,10.6,92.0,12.8,6.5,3.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011029,10.0,8.9,2.1,10,0.0,0.0,0.0,0.0,6.5,11.1,1012.7,10.2,90.0,13.4,7.1,5.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011030,10.0,8.7,3.6,10,0.0,0.0,7.0,0.0,4.4,12.2,1008.4,14.8,74.0,19.5,9.7,7.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011031,10.0,21.9,4.9,10,1.7,6.0,1.1,0.0,5.3,10.8,1006.7,12.6,73.0,16.8,7.0,5.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011101,10.0,8.1,2.7,10,0.0,0.0,2.7,0.0,3.4,8.8,1022.8,8.1,82.0,12.0,3.6,1.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011102,10.0,3.5,1.4,10,0.0,0.0,7.3,0.0,1.3,8.1,1027.7,6.0,88.0,14.0,1.0,-0.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011103,10.0,3.4,1.5,10,0.0,0.0,7.8,0.0,2.3,7.9,1020.9,5.2,89.0,13.8,-0.1,-1.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011104,10.0,4.9,1.4,10,0.0,6.0,0.9,0.0,5.9,8.1,1011.3,5.0,92.0,9.6,-0.3,-1.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011105,10.0,7.3,2.6,10,0.0,0.0,5.6,0.0,5.4,8.1,1010.8,7.6,78.0,11.9,3.1,0.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011106,10.0,11.2,4.1,10,3.1,6.0,0.0,0.0,7.5,9.0,1001.5,7.6,85.0,10.3,3.2,2.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011107,10.0,11.8,4.2,10,13.8,6.0,0.0,0.0,7.6,10.2,995.3,9.7,84.0,11.5,7.3,5.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011108,10.0,20.9,5.2,10,10.3,8.0,0.8,0.0,7.1,8.7,981.9,6.5,88.0,10.7,2.3,0.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011109,10.0,10.1,3.0,10,0.0,6.0,5.3,0.0,4.6,5.9,1002.7,1.9,85.0,5.8,-2.7,-4.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011110,10.0,4.8,1.2,10,0.0,0.0,8.5,0.0,1.9,4.8,1018.3,-1.1,86.0,6.1,-5.9,-7.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011111,10.0,4.1,1.9,10,0.0,6.0,1.1,0.0,7.5,5.4,1013.1,1.3,80.0,4.7,-3.5,-5.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011112,10.0,5.1,1.4,10,4.0,6.0,0.0,0.0,8.0,8.8,1003.0,6.0,93.0,8.8,3.3,3.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011113,10.0,9.3,3.1,10,0.1,6.0,4.1,0.0,5.7,7.6,1004.3,5.0,86.0,8.7,1.6,-0.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011114,10.0,7.2,2.5,10,0.0,6.0,1.7,0.0,4.1,6.4,1015.7,2.5,87.0,7.2,-3.0,-6.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011115,10.0,3.5,1.2,10,0.0,6.0,8.2,0.0,2.1,5.0,1025.8,-0.6,87.0,6.6,-5.0,-8.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011116,10.0,3.6,1.2,10,0.0,6.0,0.3,0.0,7.5,6.9,1026.5,2.5,94.0,5.5,-1.0,-0.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011117,10.0,6.3,1.8,10,0.0,0.0,0.0,0.0,8.0,7.2,1022.2,3.6,91.0,5.9,0.6,0.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011118,10.0,3.7,1.3,10,0.0,0.0,0.0,0.0,6.8,7.3,1012.3,3.9,90.0,7.0,0.4,-1.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011119,10.0,4.9,1.3,10,0.0,0.0,0.5,0.0,7.5,7.9,1012.2,5.2,89.0,8.3,2.1,1.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011120,10.0,3.5,1.4,10,0.0,6.0,0.0,0.0,7.9,9.0,1017.0,6.8,91.0,7.8,6.2,5.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011121,10.0,10.9,3.8,10,5.2,6.0,0.0,0.0,7.7,7.5,1015.9,7.5,72.0,8.9,6.7,5.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011122,10.0,20.4,5.5,10,14.0,6.0,0.0,0.0,6.9,8.3,1003.7,6.1,87.0,8.7,1.8,0.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011123,10.0,9.5,4.0,10,1.0,6.0,1.4,0.0,6.8,6.5,1009.2,3.4,83.0,5.6,1.5,0.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011124,10.0,8.6,2.2,10,3.6,6.0,0.0,0.0,7.8,7.7,1010.0,4.0,94.0,5.6,2.7,2.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011125,10.0,4.1,1.2,10,12.8,6.0,0.0,0.0,8.0,10.1,1005.7,7.5,97.0,9.6,5.5,5.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011126,10.0,7.7,2.8,10,4.6,6.0,0.0,0.0,7.8,9.9,1000.2,7.4,95.0,9.2,5.7,5.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011127,10.0,8.6,2.7,10,2.5,6.0,2.6,0.0,6.6,8.0,999.4,5.2,90.0,7.3,2.2,-0.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011128,10.0,9.8,3.0,10,0.2,6.0,1.6,0.0,6.6,8.2,1003.3,6.0,87.0,8.8,2.5,0.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011129,10.0,8.5,3.6,10,24.6,6.0,0.0,0.0,7.5,8.6,1005.2,6.2,90.0,8.8,2.9,1.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011130,10.0,5.7,2.6,10,18.0,6.0,0.0,0.0,7.9,11.6,1000.4,10.0,95.0,11.6,8.4,8.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011201,10.0,6.0,2.8,10,5.4,6.0,0.0,0.0,7.9,12.8,1004.8,11.4,95.0,12.5,10.4,10.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011202,10.0,6.1,1.7,10,0.0,6.0,0.0,0.0,7.8,11.0,1012.1,9.5,93.0,10.9,8.0,6.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011203,10.0,6.7,3.1,10,0.0,6.0,0.0,0.0,8.0,10.1,1010.1,8.8,88.0,9.6,6.5,6.2
"Köln, kreisfreie Stadt",2001,9.15,2667,20011204,10.0,9.8,3.8,10,6.2,6.0,0.0,0.0,7.0,9.5,1002.5,8.0,88.0,9.8,6.4,4.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011205,10.0,13.6,4.3,10,1.6,6.0,1.0,0.0,6.9,8.9,1006.0,7.9,83.0,12.1,4.5,1.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011206,10.0,19.5,5.7,10,0.5,6.0,0.5,0.0,6.5,8.3,1014.0,7.0,83.0,10.3,2.5,-0.5
"Köln, kreisfreie Stadt",2001,9.15,2667,20011207,10.0,4.3,1.2,10,0.0,0.0,3.4,0.0,3.5,6.3,1026.0,1.3,94.0,5.7,-1.4,-3.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011208,10.0,7.9,2.3,10,0.0,0.0,7.2,0.0,3.0,5.7,1028.2,1.7,83.0,6.3,-2.8,-5.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011209,10.0,6.1,2.6,10,0.0,0.0,7.3,0.0,1.2,4.9,1028.3,0.1,81.0,4.2,-2.5,-4.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011210,10.0,3.5,1.3,10,0.0,8.0,1.7,0.0,2.7,4.7,1027.9,-1.0,83.0,3.6,-5.3,-6.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011211,10.0,4.0,1.1,10,0.2,8.0,0.0,0.0,6.5,6.2,1023.9,0.4,97.0,3.3,-3.9,-5.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011212,10.0,7.1,2.5,10,0.0,0.0,2.2,0.0,5.9,6.9,1018.6,2.8,92.0,5.6,-0.5,-3.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011213,10.0,10.7,4.4,10,0.0,0.0,4.0,0.0,3.9,4.6,1020.5,0.8,69.0,4.3,-6.1,-8.9
"Köln, kreisfreie Stadt",2001,9.15,2667,20011214,10.0,4.7,1.2,10,0.0,0.0,7.3,0.0,0.6,2.9,1026.9,-5.9,73.0,-0.2,-10.6,-12.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011215,10.0,5.0,0.9,10,0.0,0.0,0.8,0.0,5.5,3.6,1023.9,-4.7,83.0,-0.2,-9.7,-11.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011216,10.0,8.9,2.6,10,0.0,8.0,6.5,0.0,3.6,4.2,1024.4,0.2,69.0,4.4,-4.3,-7.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011217,10.0,5.4,1.1,10,0.3,7.0,0.0,0.0,7.1,5.1,1023.5,-1.6,93.0,0.3,-5.5,-8.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011218,10.0,3.7,0.7,10,0.7,6.0,0.0,1.0,8.0,6.2,1023.4,0.7,96.0,1.8,-0.2,-0.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011219,10.0,11.1,3.2,10,1.3,6.0,0.0,0.0,8.0,7.0,1014.9,3.2,92.0,4.5,1.6,0.8
"Köln, kreisfreie Stadt",2001,9.15,2667,20011220,10.0,14.9,2.8,10,0.0,7.0,5.5,0.0,4.3,4.9,1013.2,-0.3,81.0,3.2,-3.3,-6.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011221,10.0,14.6,6.2,10,7.1,8.0,0.0,0.0,7.5,6.0,998.1,2.0,84.0,3.9,-2.6,-4.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011222,10.0,10.9,3.6,10,2.9,7.0,0.0,2.0,7.8,6.1,992.7,0.7,94.0,1.6,-0.6,-1.3
"Köln, kreisfreie Stadt",2001,9.15,2667,20011223,10.0,9.7,2.4,10,0.0,7.0,7.4,1.0,1.8,3.8,1005.9,-4.4,85.0,-0.6,-8.4,-11.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011224,10.0,11.1,4.9,10,0.9,8.0,0.0,0.0,7.5,4.7,998.0,-1.5,83.0,4.7,-8.5,-9.6
"Köln, kreisfreie Stadt",2001,9.15,2667,20011225,10.0,13.7,5.6,10,10.8,8.0,0.0,0.0,7.7,7.1,984.4,3.9,88.0,5.6,0.8,-0.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011226,10.0,12.0,4.6,10,2.5,8.0,0.0,0.0,7.8,6.2,990.8,1.2,93.0,2.9,-0.4,-1.1
"Köln, kreisfreie Stadt",2001,9.15,2667,20011227,10.0,12.4,4.5,10,2.5,8.0,0.8,4.0,7.0,5.6,995.7,0.6,87.0,4.8,-3.9,-4.7
"Köln, kreisfreie Stadt",2001,9.15,2667,20011228,10.0,19.2,7.0,10,1.3,8.0,1.2,0.0,6.5,7.1,988.5,5.8,76.0,8.9,3.5,2.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011229,10.0,12.2,3.1,10,6.0,8.0,0.0,0.0,7.2,6.0,986.5,1.2,91.0,3.6,0.1,-0.4
"Köln, kreisfreie Stadt",2001,9.15,2667,20011230,10.0,12.9,4.9,10,0.6,7.0,1.0,0.0,6.6,5.5,995.3,0.3,87.0,2.3,-1.7,-4.0
"Köln, kreisfreie Stadt",2001,9.15,2667,20011231,10.0,6.9,2.3,10,0.0,7.0,0.3,0.0,6.5,4.8,1014.8,-2.1,92.0,-0.1,-4.5,-7.3
"Köln, kreisfreie Stadt",2002,9.5,2667,20020101,10.0,6.2,1.7,10,0.0,0.0,1.1,1.0,6.5,5.3,1025.1,-0.9,92.0,1.0,-6.2,-7.7
"Köln, kreisfreie Stadt",2002,9.5,2667,20020102,10.0,4.8,1.2,10,0.0,0.0,5.8,0.0,5.5,4.4,1023.1,-1.9,84.0,2.6,-5.4,-8.1
"Köln, kreisfreie Stadt",2002,9.5,2667,20020103,10.0,13.2,4.3,10,0.0,0.0,7.7,0.0,1.7,3.4,1022.2,-2.6,68.0,0.3,-6.0,-9.2
"Köln, kreisfreie Stadt",2002,9.5,2667,20020104,10.0,11.6,4.4,10,0.0,0.0,7.7,0.0,0.5,2.3,1022.7,-4.8,54.0,0.4,-8.6,-12.3
"Köln, kreisfreie Stadt",2002,9.5,2667,20020105,10.0,8.0,3.4,10,0.0,0.0,7.6,0.0,0.3,2.8,1025.2,-4.5,63.0,0.4,-7.5,-10.1
"Köln, kreisfreie Stadt",2002,9.5,2667,20020106,10.0,5.9,1.3,10,1.2,8.0,0.0,0.0,5.9,4.2,1023.2,-3.6,88.0,-0.4,-8.6,-10.8
"Köln, kreisfreie Stadt",2002,9.5,2667,20020107,10.0,3.4,0.5,10,0.0,6.0,0.0,0.0,8.0,6.3,1020.9,0.8,97.0,2.4,-0.4,-0.5
"Köln, kreisfreie Stadt",2002,9.5,2667,20020108,10.0,8.1,3.2,10,0.0,0.0,1.8,0.0,4.4,5.7,1021.7,0.7,88.0,2.7,-2.2,-4.6
"Köln, kreisfreie Stadt",2002,9.5,2667,20020109,10.0,7.6,3.8,10,0.0,0.0,5.7,0.0,3.0,5.0,1025.3,-1.3,90.0,2.1,-3.0,-4.5
"Köln, kreisfreie Stadt",2002,9.5,2667,20020110,10.0,8.8,4.3,10,0.0,6.0,6.7,0.0,3.6,4.3,1023.2,-2.7,87.0,1.0,-5.0,-6.2
"Köln, kreisfreie Stadt",2002,9.5,2667,20020111,10.0,9.3,3.9,10,0.5,6.0,0.0,0.0,6.8,5.1,1019.3,-0.3,85.0,2.0,-2.9,-3.8
"Köln, kreisfreie Stadt",2002,9.5,2667,20020112,10.0,5.1,2.0,10,0.4,8.0,0.0,0.0,7.4,6.3,1020.9,2.1,88.0,4.4,0.1,-0.8
"Köln, kreisfreie Stadt",2002,9.5,2667,20020113,10.0,7.1,3.3,10,0.0,0.0,7.0,0.0,3.0,6.0,1017.3,4.0,75.0,9.3,1.0,-1.1
"Köln, kreisfreie Stadt",2002,9.5,2667,20020114,10.0,9.9,5.2,10,0.0,0.0,2.5,0.0,5.2,5.3,1015.9,0.4,85.0,1.8,-1.0,-2.3
"Köln, kreisfreie Stadt",2002,9.5,2667,20020115,10.0,10.7,5.9,10,1.7,8.0,1.0,0.0,7.7,4.8,1008.0,-0.7,83.0,1.4,-2.0,-2.4
