district,year,yield
"Verden, Landkreis",2015,10.4890827034503
"Verden, Landkreis",2016,8.73
"Verden, Landkreis",2017,10.5
"Verden, Landkreis",2020,10.34
"Verden, Landkreis",2021,14.52
"Delmenhorst, kreisfreie Stadt",1979,6.1
"Delmenhorst, kreisfreie Stadt",1980,6.05
"Delmenhorst, kreisfreie Stadt",1981,7.42
"Delmenhorst, kreisfreie Stadt",1982,6.73
"Delmenhorst, kreisfreie Stadt",1983,5.15
"Delmenhorst, kreisfreie Stadt",1984,5.74
"Delmenhorst, kreisfreie Stadt",1985,5.78
"Delmenhorst, kreisfreie Stadt",1986,5.53
"Delmenhorst, kreisfreie Stadt",1988,6.82
"Delmenhorst, kreisfreie Stadt",1989,7.91
"Delmenhorst, kreisfreie Stadt",1990,6.32
"Delmenhorst, kreisfreie Stadt",1994,6.32
"Delmenhorst, kreisfreie Stadt",1996,6.29
"Delmenhorst, kreisfreie Stadt",1999,8.42282621535362
"Emden, kreisfreie Stadt",1994,7.15
"Emden, kreisfreie Stadt",1996,6.93
"Emden, kreisfreie Stadt",1999,8.11561003790252
"Emden, kreisfreie Stadt",2012,10.8
"Oldenburg (Oldenburg), kreisfreie Stadt",1979,6.1
"Oldenburg (Oldenburg), kreisfreie Stadt",1980,6.05
"Oldenburg (Oldenburg), kreisfreie Stadt",1981,7.42
"Oldenburg (Oldenburg), kreisfreie Stadt",1982,6.73
"Oldenburg (Oldenburg), kreisfreie Stadt",1983,5.15
"Oldenburg (Oldenburg), kreisfreie Stadt",1984,5.74
"Oldenburg (Oldenburg), kreisfreie Stadt",1985,5.78
"Oldenburg (Oldenburg), kreisfreie Stadt",1986,5.53
"Oldenburg (Oldenburg), kreisfreie Stadt",1987,4.9
"Oldenburg (Oldenburg), kreisfreie Stadt",1988,6.82
"Oldenburg (Oldenburg), kreisfreie Stadt",1989,7.91
"Oldenburg (Oldenburg), kreisfreie Stadt",1990,6.32
"Oldenburg (Oldenburg), kreisfreie Stadt",1994,6.38
"Oldenburg (Oldenburg), kreisfreie Stadt",1996,6.97
"Oldenburg (Oldenburg), kreisfreie Stadt",1999,8.1942737702748
"Osnabrück, kreisfreie Stadt",1981,7.2
"Osnabrück, kreisfreie Stadt",1986,7.0
"Osnabrück, kreisfreie Stadt",1988,6.43
"Osnabrück, kreisfreie Stadt",1989,8.93
"Osnabrück, kreisfreie Stadt",1990,6.23
"Osnabrück, kreisfreie Stadt",1991,7.86
"Osnabrück, kreisfreie Stadt",1992,7.4
"Osnabrück, kreisfreie Stadt",1993,7.21
"Osnabrück, kreisfreie Stadt",1994,6.74
"Osnabrück, kreisfreie Stadt",1996,7.12
"Osnabrück, kreisfreie Stadt",1997,8.9
"Osnabrück, kreisfreie Stadt",1998,6.9
"Osnabrück, kreisfreie Stadt",1999,8.12967046752877
"Osnabrück, kreisfreie Stadt",2000,8.47
"Osnabrück, kreisfreie Stadt",2001,8.31
"Osnabrück, kreisfreie Stadt",2002,8.38
"Osnabrück, kreisfreie Stadt",2003,7.19885812605216
"Osnabrück, kreisfreie Stadt",2004,9.16
"Osnabrück, kreisfreie Stadt",2005,8.84
"Osnabrück, kreisfreie Stadt",2006,7.87
"Osnabrück, kreisfreie Stadt",2008,9.7
"Osnabrück, kreisfreie Stadt",2009,9.2
"Osnabrück, kreisfreie Stadt",2010,9.3
"Osnabrück, kreisfreie Stadt",2011,10.7
"Osnabrück, kreisfreie Stadt",2012,10.4
"Osnabrück, kreisfreie Stadt",2013,10.0
"Osnabrück, kreisfreie Stadt",2014,11.06
"Osnabrück, kreisfreie Stadt",2015,10.8203794949106
"Ammerland, Landkreis",1989,7.1
"Ammerland, Landkreis",1990,6.3
"Ammerland, Landkreis",1991,5.84
"Ammerland, Landkreis",1992,7.53
"Ammerland, Landkreis",1993,7.44
"Ammerland, Landkreis",1994,7.4
"Ammerland, Landkreis",1995,8.11
"Ammerland, Landkreis",1996,7.22
"Ammerland, Landkreis",1997,8.8
"Ammerland, Landkreis",1999,8.82867308754411
"Ammerland, Landkreis",2000,9.08
"Ammerland, Landkreis",2001,8.82
"Ammerland, Landkreis",2002,9.09
"Ammerland, Landkreis",2003,7.50923156835986
"Ammerland, Landkreis",2004,8.84
"Ammerland, Landkreis",2005,8.88
"Ammerland, Landkreis",2006,8.2
"Ammerland, Landkreis",2007,8.9
"Ammerland, Landkreis",2008,9.6
"Ammerland, Landkreis",2009,9.0
"Ammerland, Landkreis",2010,9.1
"Ammerland, Landkreis",2011,9.9
"Ammerland, Landkreis",2012,10.1
"Ammerland, Landkreis",2013,8.4
"Ammerland, Landkreis",2014,10.52
"Ammerland, Landkreis",2015,10.3984128473475
"Aurich, Landkreis",1981,7.57
"Aurich, Landkreis",1985,5.47
"Aurich, Landkreis",1986,4.83
"Aurich, Landkreis",1988,5.93
"Aurich, Landkreis",1990,8.03
"Aurich, Landkreis",1991,4.79
"Aurich, Landkreis",1992,6.35
"Aurich, Landkreis",1993,6.94
"Aurich, Landkreis",1994,6.26
"Aurich, Landkreis",1995,7.01
"Aurich, Landkreis",1996,6.6
"Aurich, Landkreis",1997,8.29
"Aurich, Landkreis",1998,6.28
"Aurich, Landkreis",1999,8.25240682065041
"Aurich, Landkreis",2000,8.67
"Aurich, Landkreis",2001,8.72
"Aurich, Landkreis",2002,8.65
"Aurich, Landkreis",2003,7.47191562569899
"Aurich, Landkreis",2004,8.66
"Aurich, Landkreis",2005,8.83
"Aurich, Landkreis",2006,7.53
"Aurich, Landkreis",2007,8.35
"Aurich, Landkreis",2008,8.9
"Aurich, Landkreis",2010,8.9
"Aurich, Landkreis",2011,10.2
"Aurich, Landkreis",2012,10.2
"Aurich, Landkreis",2013,8.4
"Aurich, Landkreis",2014,10.43
"Aurich, Landkreis",2015,10.4077580866888
"Cloppenburg, Landkreis",1979,6.03
"Cloppenburg, Landkreis",1980,4.64
"Cloppenburg, Landkreis",1981,5.82
"Cloppenburg, Landkreis",1982,5.99
"Cloppenburg, Landkreis",1983,4.51
"Cloppenburg, Landkreis",1984,4.64
"Cloppenburg, Landkreis",1985,5.7
"Cloppenburg, Landkreis",1986,5.87
"Cloppenburg, Landkreis",1987,5.09
"Cloppenburg, Landkreis",1988,6.98
"Cloppenburg, Landkreis",1989,7.01
"Cloppenburg, Landkreis",1990,6.04
"Cloppenburg, Landkreis",1991,5.3
"Cloppenburg, Landkreis",1992,6.36
"Cloppenburg, Landkreis",1993,6.88
"Cloppenburg, Landkreis",1994,6.5
"Cloppenburg, Landkreis",1995,7.51
"Cloppenburg, Landkreis",1996,7.13
"Cloppenburg, Landkreis",1997,8.39
"Cloppenburg, Landkreis",1998,6.81
"Cloppenburg, Landkreis",1999,8.39014375212248
"Cloppenburg, Landkreis",2000,8.51
"Cloppenburg, Landkreis",2001,8.63
"Cloppenburg, Landkreis",2002,8.67
"Cloppenburg, Landkreis",2003,6.89720558709074
"Cloppenburg, Landkreis",2004,8.92
"Cloppenburg, Landkreis",2005,8.81
"Cloppenburg, Landkreis",2006,7.19
"Cloppenburg, Landkreis",2007,9.25
"Cloppenburg, Landkreis",2008,9.7
"Cloppenburg, Landkreis",2009,9.1
"Cloppenburg, Landkreis",2010,9.1
"Cloppenburg, Landkreis",2011,10.4
"Cloppenburg, Landkreis",2012,10.0
"Cloppenburg, Landkreis",2013,8.3
"Cloppenburg, Landkreis",2014,10.71
"Cloppenburg, Landkreis",2015,10.3701851438512
"Cloppenburg, Landkreis",2016,10.02
"Cloppenburg, Landkreis",2017,10.52
"Cloppenburg, Landkreis",2018,6.39
"Cloppenburg, Landkreis",2019,7.51
"Cloppenburg, Landkreis",2020,9.17
"Cloppenburg, Landkreis",2021,9.46
"Emsland, Landkreis",1979,5.74
"Emsland, Landkreis",1980,6.65
"Emsland, Landkreis",1981,7.09
"Emsland, Landkreis",1982,5.81
"Emsland, Landkreis",1983,5.54
"Emsland, Landkreis",1984,6.06
"Emsland, Landkreis",1985,6.81
"Emsland, Landkreis",1986,6.01
"Emsland, Landkreis",1987,5.43
"Emsland, Landkreis",1988,6.94
"Emsland, Landkreis",1989,7.03
"Emsland, Landkreis",1990,6.12
"Emsland, Landkreis",1991,5.52
"Emsland, Landkreis",1992,6.24
"Emsland, Landkreis",1993,6.91
"Emsland, Landkreis",1994,7.06
"Emsland, Landkreis",1995,7.07
"Emsland, Landkreis",1996,7.39
"Emsland, Landkreis",1997,8.7
"Emsland, Landkreis",1998,7.29
"Emsland, Landkreis",1999,8.35215895136229
"Emsland, Landkreis",2000,8.6
"Emsland, Landkreis",2001,8.83
"Emsland, Landkreis",2002,8.88
"Emsland, Landkreis",2003,6.91295079240469
"Emsland, Landkreis",2004,8.99
"Emsland, Landkreis",2005,9.03
"Emsland, Landkreis",2006,7.17
"Emsland, Landkreis",2007,9.1
"Emsland, Landkreis",2008,9.8
"Emsland, Landkreis",2009,9.3
"Emsland, Landkreis",2010,9.1
"Emsland, Landkreis",2011,10.2
"Emsland, Landkreis",2012,10.3
"Emsland, Landkreis",2013,8.2
"Emsland, Landkreis",2014,10.38
"Emsland, Landkreis",2015,10.2242568941816
"Emsland, Landkreis",2016,9.68
"Emsland, Landkreis",2017,10.46
"Emsland, Landkreis",2018,6.7
"Emsland, Landkreis",2019,6.78
"Emsland, Landkreis",2020,8.87
"Emsland, Landkreis",2021,10.42
"Friesland, Landkreis",1994,6.14
"Friesland, Landkreis",1996,7.17
"Friesland, Landkreis",1997,8.21
"Friesland, Landkreis",1999,9.30876401512793
"Friesland, Landkreis",2002,8.41
"Friesland, Landkreis",2004,8.78
"Friesland, Landkreis",2005,8.67
"Friesland, Landkreis",2006,8.09
"Friesland, Landkreis",2007,9.52
"Friesland, Landkreis",2008,9.6
"Friesland, Landkreis",2010,9.4
"Friesland, Landkreis",2011,11.1
"Friesland, Landkreis",2012,10.9
"Friesland, Landkreis",2013,10.6
"Friesland, Landkreis",2014,11.62
"Friesland, Landkreis",2015,10.9202313594851
"Grafschaft Bentheim, Landkreis",1982,7.95
"Grafschaft Bentheim, Landkreis",1984,5.5
"Grafschaft Bentheim, Landkreis",1985,7.3
"Grafschaft Bentheim, Landkreis",1986,6.13
"Grafschaft Bentheim, Landkreis",1987,7.12
"Grafschaft Bentheim, Landkreis",1988,6.57
"Grafschaft Bentheim, Landkreis",1989,7.93
"Grafschaft Bentheim, Landkreis",1990,6.69
"Grafschaft Bentheim, Landkreis",1991,5.8
"Grafschaft Bentheim, Landkreis",1992,6.31
"Grafschaft Bentheim, Landkreis",1993,7.53
"Grafschaft Bentheim, Landkreis",1994,6.45
"Grafschaft Bentheim, Landkreis",1995,7.47
"Grafschaft Bentheim, Landkreis",1996,7.45
"Grafschaft Bentheim, Landkreis",1997,8.49
"Grafschaft Bentheim, Landkreis",1998,7.41
"Grafschaft Bentheim, Landkreis",1999,8.60156980809811
"Grafschaft Bentheim, Landkreis",2000,8.78
"Grafschaft Bentheim, Landkreis",2001,9.16
"Grafschaft Bentheim, Landkreis",2002,8.94
"Grafschaft Bentheim, Landkreis",2003,6.91954177206795
"Grafschaft Bentheim, Landkreis",2004,8.85
"Grafschaft Bentheim, Landkreis",2005,8.85
"Grafschaft Bentheim, Landkreis",2006,6.65
"Grafschaft Bentheim, Landkreis",2007,8.97
"Grafschaft Bentheim, Landkreis",2008,9.4
"Grafschaft Bentheim, Landkreis",2009,9.3
"Grafschaft Bentheim, Landkreis",2010,9.1
"Grafschaft Bentheim, Landkreis",2011,10.2
"Grafschaft Bentheim, Landkreis",2012,10.2
"Grafschaft Bentheim, Landkreis",2013,8.2
"Grafschaft Bentheim, Landkreis",2014,10.24
"Grafschaft Bentheim, Landkreis",2015,10.3816760339482
"Grafschaft Bentheim, Landkreis",2016,9.64
"Grafschaft Bentheim, Landkreis",2017,10.19
"Grafschaft Bentheim, Landkreis",2021,9.07
"Leer, Landkreis",1994,6.33
"Leer, Landkreis",1996,7.0
"Leer, Landkreis",1999,8.86170771400354
"Leer, Landkreis",2000,8.74
"Leer, Landkreis",2006,7.95
"Leer, Landkreis",2007,9.47
"Leer, Landkreis",2008,10.0
"Leer, Landkreis",2010,9.1
"Leer, Landkreis",2011,10.5
"Leer, Landkreis",2012,10.5
"Leer, Landkreis",2013,8.9
"Leer, Landkreis",2014,10.69
"Leer, Landkreis",2015,10.4735882663782
"Oldenburg, Landkreis",1979,6.1
"Oldenburg, Landkreis",1980,6.05
"Oldenburg, Landkreis",1981,7.42
"Oldenburg, Landkreis",1982,6.73
"Oldenburg, Landkreis",1983,5.15
"Oldenburg, Landkreis",1984,5.74
"Oldenburg, Landkreis",1985,5.78
"Oldenburg, Landkreis",1986,5.53
"Oldenburg, Landkreis",1987,4.9
"Oldenburg, Landkreis",1988,6.82
"Oldenburg, Landkreis",1989,7.91
"Oldenburg, Landkreis",1990,6.32
"Oldenburg, Landkreis",1991,5.57
"Oldenburg, Landkreis",1992,6.27
"Oldenburg, Landkreis",1993,6.93
"Oldenburg, Landkreis",1994,6.64
"Oldenburg, Landkreis",1995,7.02
"Oldenburg, Landkreis",1996,7.17
"Oldenburg, Landkreis",1997,8.54
"Oldenburg, Landkreis",1998,7.26
"Oldenburg, Landkreis",1999,8.63964459904011
"Oldenburg, Landkreis",2000,8.91
"Oldenburg, Landkreis",2001,8.89
"Oldenburg, Landkreis",2002,9.09
"Oldenburg, Landkreis",2003,7.12610206028266
"Oldenburg, Landkreis",2004,8.7
"Oldenburg, Landkreis",2005,8.87
"Oldenburg, Landkreis",2006,7.13
"Oldenburg, Landkreis",2007,9.51
"Oldenburg, Landkreis",2008,9.1
"Oldenburg, Landkreis",2009,9.1
"Oldenburg, Landkreis",2010,8.9
"Oldenburg, Landkreis",2011,9.9
"Oldenburg, Landkreis",2012,9.7
"Oldenburg, Landkreis",2013,8.0
"Oldenburg, Landkreis",2014,10.11
"Oldenburg, Landkreis",2015,10.0888605265755
"Oldenburg, Landkreis",2016,9.3
"Oldenburg, Landkreis",2017,9.79
"Oldenburg, Landkreis",2020,9.32
"Oldenburg, Landkreis",2021,9.46
"Osnabrück, Landkreis",1979,5.84
"Osnabrück, Landkreis",1980,6.42
"Osnabrück, Landkreis",1981,7.08
"Osnabrück, Landkreis",1982,6.45
"Osnabrück, Landkreis",1983,5.61
"Osnabrück, Landkreis",1984,5.69
"Osnabrück, Landkreis",1985,6.55
"Osnabrück, Landkreis",1986,7.14
"Osnabrück, Landkreis",1987,5.68
"Osnabrück, Landkreis",1988,7.51
"Osnabrück, Landkreis",1989,7.87
"Osnabrück, Landkreis",1990,6.16
"Osnabrück, Landkreis",1991,5.96
"Osnabrück, Landkreis",1992,6.38
"Osnabrück, Landkreis",1993,6.95
"Osnabrück, Landkreis",1994,6.13
"Osnabrück, Landkreis",1995,7.11
"Osnabrück, Landkreis",1996,7.33
"Osnabrück, Landkreis",1997,8.51
"Osnabrück, Landkreis",1998,7.22
"Osnabrück, Landkreis",1999,8.24044091872781
"Osnabrück, Landkreis",2000,8.7
"Osnabrück, Landkreis",2001,8.57
"Osnabrück, Landkreis",2002,8.74
"Osnabrück, Landkreis",2003,7.35153172629285
"Osnabrück, Landkreis",2004,9.04
"Osnabrück, Landkreis",2005,8.9
"Osnabrück, Landkreis",2006,7.93
"Osnabrück, Landkreis",2007,9.22
"Osnabrück, Landkreis",2008,9.7
"Osnabrück, Landkreis",2009,9.2
"Osnabrück, Landkreis",2010,9.0
"Osnabrück, Landkreis",2011,10.5
"Osnabrück, Landkreis",2012,10.3
"Osnabrück, Landkreis",2013,8.8
"Osnabrück, Landkreis",2014,10.65
"Osnabrück, Landkreis",2015,10.3809465734441
"Osnabrück, Landkreis",2016,9.7
"Osnabrück, Landkreis",2017,10.54
"Osnabrück, Landkreis",2018,7.22
"Osnabrück, Landkreis",2019,7.77
"Osnabrück, Landkreis",2020,9.17
"Osnabrück, Landkreis",2021,10.68
"Vechta, Landkreis",1979,5.91
"Vechta, Landkreis",1980,6.1
"Vechta, Landkreis",1981,6.05
"Vechta, Landkreis",1982,5.88
"Vechta, Landkreis",1983,5.23
"Vechta, Landkreis",1984,4.69
"Vechta, Landkreis",1985,6.22
"Vechta, Landkreis",1986,6.14
"Vechta, Landkreis",1987,5.39
"Vechta, Landkreis",1988,7.23
"Vechta, Landkreis",1989,7.56
"Vechta, Landkreis",1990,5.71
"Vechta, Landkreis",1991,5.54
"Vechta, Landkreis",1992,6.51
"Vechta, Landkreis",1993,7.28
"Vechta, Landkreis",1994,5.88
"Vechta, Landkreis",1995,7.2
"Vechta, Landkreis",1996,7.34
"Vechta, Landkreis",1997,8.31
"Vechta, Landkreis",1998,6.98
"Vechta, Landkreis",1999,8.48746718705548
"Vechta, Landkreis",2000,8.73
"Vechta, Landkreis",2001,8.52
"Vechta, Landkreis",2002,8.78
"Vechta, Landkreis",2003,6.82485441934931
"Vechta, Landkreis",2004,8.85
"Vechta, Landkreis",2005,8.9
"Vechta, Landkreis",2006,7.26
"Vechta, Landkreis",2007,9.1
"Vechta, Landkreis",2008,9.6
"Vechta, Landkreis",2009,9.1
"Vechta, Landkreis",2010,9.0
"Vechta, Landkreis",2011,10.3
"Vechta, Landkreis",2012,10.2
"Vechta, Landkreis",2013,8.9
"Vechta, Landkreis",2014,10.35
"Vechta, Landkreis",2015,9.79711774409923
"Vechta, Landkreis",2016,9.59
"Vechta, Landkreis",2017,9.94
"Vechta, Landkreis",2018,5.58
"Vechta, Landkreis",2019,5.04
"Vechta, Landkreis",2020,8.84
"Vechta, Landkreis",2021,9.89
"Wesermarsch, Landkreis",1994,7.03
"Wesermarsch, Landkreis",1996,7.05
"Wesermarsch, Landkreis",1999,8.35317747055123
"Wesermarsch, Landkreis",2010,9.5
"Wesermarsch, Landkreis",2011,11.1
"Wesermarsch, Landkreis",2012,11.0
"Wittmund, Landkreis",1994,6.43
"Wittmund, Landkreis",1996,7.18
"Wittmund, Landkreis",1999,8.191457376119
"Wittmund, Landkreis",2006,8.07
"Wittmund, Landkreis",2007,9.05
"Wittmund, Landkreis",2008,9.8
"Wittmund, Landkreis",2010,9.2
"Wittmund, Landkreis",2011,10.3
"Wittmund, Landkreis",2012,10.4
"Wittmund, Landkreis",2013,8.4
"Düsseldorf, kreisfreie Stadt",1979,7.49
"Düsseldorf, kreisfreie Stadt",1980,7.15
"Düsseldorf, kreisfreie Stadt",1981,6.35
"Düsseldorf, kreisfreie Stadt",1982,6.97
"Düsseldorf, kreisfreie Stadt",1983,6.56
"Düsseldorf, kreisfreie Stadt",1984,5.93
"Düsseldorf, kreisfreie Stadt",1985,7.0
"Düsseldorf, kreisfreie Stadt",1986,6.6
"Düsseldorf, kreisfreie Stadt",1987,5.39
"Düsseldorf, kreisfreie Stadt",1988,6.1
"Düsseldorf, kreisfreie Stadt",1989,7.05
"Düsseldorf, kreisfreie Stadt",1990,6.1
"Düsseldorf, kreisfreie Stadt",1994,6.8
"Düsseldorf, kreisfreie Stadt",1995,5.2
"Düsseldorf, kreisfreie Stadt",1997,7.8
"Düsseldorf, kreisfreie Stadt",1999,8.54
"Düsseldorf, kreisfreie Stadt",2000,8.0
"Düsseldorf, kreisfreie Stadt",2001,9.47
"Düsseldorf, kreisfreie Stadt",2002,9.7
"Düsseldorf, kreisfreie Stadt",2003,8.63
"Düsseldorf, kreisfreie Stadt",2004,9.88
"Düsseldorf, kreisfreie Stadt",2005,9.18
"Düsseldorf, kreisfreie Stadt",2006,8.4
"Düsseldorf, kreisfreie Stadt",2007,8.1
"Düsseldorf, kreisfreie Stadt",2008,9.45
"Düsseldorf, kreisfreie Stadt",2013,7.5
"Duisburg, kreisfreie Stadt",1979,4.29
"Duisburg, kreisfreie Stadt",1980,6.7
"Duisburg, kreisfreie Stadt",1981,6.5
"Duisburg, kreisfreie Stadt",1982,6.35
"Duisburg, kreisfreie Stadt",1983,4.65
"Duisburg, kreisfreie Stadt",1984,4.9
"Duisburg, kreisfreie Stadt",1985,5.95
"Duisburg, kreisfreie Stadt",1986,5.5
"Duisburg, kreisfreie Stadt",1987,6.13
"Duisburg, kreisfreie Stadt",1988,7.27
"Duisburg, kreisfreie Stadt",1989,5.94
"Duisburg, kreisfreie Stadt",1990,6.4
"Duisburg, kreisfreie Stadt",1991,5.2
"Duisburg, kreisfreie Stadt",1992,5.0
"Duisburg, kreisfreie Stadt",1993,6.5
"Duisburg, kreisfreie Stadt",1994,8.0
"Duisburg, kreisfreie Stadt",1995,6.5
"Duisburg, kreisfreie Stadt",1996,7.5
"Duisburg, kreisfreie Stadt",1997,7.5
"Duisburg, kreisfreie Stadt",1998,7.0
"Duisburg, kreisfreie Stadt",1999,7.72
"Duisburg, kreisfreie Stadt",2000,9.05
"Duisburg, kreisfreie Stadt",2001,9.8
"Duisburg, kreisfreie Stadt",2002,9.4
"Duisburg, kreisfreie Stadt",2003,8.75
"Duisburg, kreisfreie Stadt",2004,8.6
"Duisburg, kreisfreie Stadt",2006,9.1
"Duisburg, kreisfreie Stadt",2009,10.1
"Duisburg, kreisfreie Stadt",2010,11.0
"Duisburg, kreisfreie Stadt",2012,10.7
"Duisburg, kreisfreie Stadt",2014,11.0
"Essen, kreisfreie Stadt",1979,6.95
"Essen, kreisfreie Stadt",1983,5.12
"Essen, kreisfreie Stadt",1987,6.41
"Essen, kreisfreie Stadt",1988,10.0
"Essen, kreisfreie Stadt",1989,7.0
"Essen, kreisfreie Stadt",1990,10.0
"Essen, kreisfreie Stadt",2000,8.2
"Essen, kreisfreie Stadt",2001,10.05
"Essen, kreisfreie Stadt",2005,9.2
"Krefeld, kreisfreie Stadt",1979,6.7
"Krefeld, kreisfreie Stadt",1983,5.44
"Krefeld, kreisfreie Stadt",1987,7.36
"Krefeld, kreisfreie Stadt",1989,7.1
"Krefeld, kreisfreie Stadt",1990,5.0
"Krefeld, kreisfreie Stadt",1991,7.0
"Krefeld, kreisfreie Stadt",1995,5.4
"Krefeld, kreisfreie Stadt",1997,7.1
"Krefeld, kreisfreie Stadt",1998,7.5
"Krefeld, kreisfreie Stadt",1999,9.35
"Krefeld, kreisfreie Stadt",2000,9.0
"Krefeld, kreisfreie Stadt",2003,8.5
"Krefeld, kreisfreie Stadt",2004,8.9
"Krefeld, kreisfreie Stadt",2005,9.2
"Krefeld, kreisfreie Stadt",2006,7.4
"Krefeld, kreisfreie Stadt",2007,10.3
"Krefeld, kreisfreie Stadt",2008,11.8
"Mönchengladbach, kreisfreie Stadt",1983,6.0
"Mönchengladbach, kreisfreie Stadt",1992,10.0
"Mönchengladbach, kreisfreie Stadt",1993,8.75
"Mönchengladbach, kreisfreie Stadt",1994,8.0
"Mönchengladbach, kreisfreie Stadt",1997,8.02
"Mönchengladbach, kreisfreie Stadt",2000,9.85
"Mönchengladbach, kreisfreie Stadt",2001,10.24
"Mönchengladbach, kreisfreie Stadt",2002,8.41
"Mönchengladbach, kreisfreie Stadt",2003,8.4
"Mönchengladbach, kreisfreie Stadt",2005,9.0
"Mönchengladbach, kreisfreie Stadt",2006,8.6
"Mönchengladbach, kreisfreie Stadt",2007,9.1
"Mönchengladbach, kreisfreie Stadt",2008,11.0
"Mönchengladbach, kreisfreie Stadt",2009,12.0
"Mönchengladbach, kreisfreie Stadt",2010,10.5
"Mönchengladbach, kreisfreie Stadt",2011,10.75
"Mönchengladbach, kreisfreie Stadt",2017,9.65
"Mönchengladbach, kreisfreie Stadt",2018,3.95
"Mülheim an der Ruhr, kreisfreie Stadt",1979,5.73
"Mülheim an der Ruhr, kreisfreie Stadt",1980,6.0
"Mülheim an der Ruhr, kreisfreie Stadt",1981,6.4
"Mülheim an der Ruhr, kreisfreie Stadt",1982,6.4
"Mülheim an der Ruhr, kreisfreie Stadt",1983,6.56
"Mülheim an der Ruhr, kreisfreie Stadt",1984,6.8
"Mülheim an der Ruhr, kreisfreie Stadt",1985,7.8
"Mülheim an der Ruhr, kreisfreie Stadt",1986,6.2
"Mülheim an der Ruhr, kreisfreie Stadt",1987,5.3
"Mülheim an der Ruhr, kreisfreie Stadt",1988,5.8
"Mülheim an der Ruhr, kreisfreie Stadt",1989,6.6
"Mülheim an der Ruhr, kreisfreie Stadt",1992,6.0
"Oberhausen, kreisfreie Stadt",1979,6.15
"Oberhausen, kreisfreie Stadt",1983,5.2
"Oberhausen, kreisfreie Stadt",1987,5.74
"Oberhausen, kreisfreie Stadt",1989,6.5
"Oberhausen, kreisfreie Stadt",1991,5.5
"Oberhausen, kreisfreie Stadt",1992,6.8
"Oberhausen, kreisfreie Stadt",1994,7.5
"Oberhausen, kreisfreie Stadt",1997,9.5
"Oberhausen, kreisfreie Stadt",1998,10.6
"Oberhausen, kreisfreie Stadt",1999,9.74
"Oberhausen, kreisfreie Stadt",2000,13.0
"Oberhausen, kreisfreie Stadt",2001,11.0
"Oberhausen, kreisfreie Stadt",2002,10.0
"Oberhausen, kreisfreie Stadt",2003,6.0
"Oberhausen, kreisfreie Stadt",2004,11.0
"Oberhausen, kreisfreie Stadt",2005,11.8
"Oberhausen, kreisfreie Stadt",2006,7.2
"Oberhausen, kreisfreie Stadt",2007,11.0
"Oberhausen, kreisfreie Stadt",2008,11.5
"Oberhausen, kreisfreie Stadt",2010,9.5
"Oberhausen, kreisfreie Stadt",2011,11.0
"Oberhausen, kreisfreie Stadt",2015,10.0
"Remscheid, kreisfreie Stadt",1979,6.46
"Remscheid, kreisfreie Stadt",1987,5.46
"Remscheid, kreisfreie Stadt",1989,6.8
"Solingen, kreisfreie Stadt",1979,6.22
"Solingen, kreisfreie Stadt",1982,6.8
"Solingen, kreisfreie Stadt",1983,4.67
"Solingen, kreisfreie Stadt",1985,5.0
"Solingen, kreisfreie Stadt",1986,6.0
"Solingen, kreisfreie Stadt",1987,5.67
"Solingen, kreisfreie Stadt",1988,5.9
"Solingen, kreisfreie Stadt",1989,7.0
"Solingen, kreisfreie Stadt",1990,7.1
"Solingen, kreisfreie Stadt",1994,6.0
"Solingen, kreisfreie Stadt",1995,7.1
"Solingen, kreisfreie Stadt",1996,6.3
"Solingen, kreisfreie Stadt",1997,7.6
"Wuppertal, kreisfreie Stadt",1979,5.98
"Wuppertal, kreisfreie Stadt",1983,4.73
"Wuppertal, kreisfreie Stadt",1987,5.86
"Wuppertal, kreisfreie Stadt",1989,6.5
"Wuppertal, kreisfreie Stadt",2004,8.0
"Wuppertal, kreisfreie Stadt",2005,10.0
"Wuppertal, kreisfreie Stadt",2006,7.8
"Kleve, Landkreis",1979,7.35
"Kleve, Landkreis",1980,8.66
"Kleve, Landkreis",1981,7.28
"Kleve, Landkreis",1982,7.33
"Kleve, Landkreis",1983,6.21
"Kleve, Landkreis",1984,5.81
"Kleve, Landkreis",1985,6.54
"Kleve, Landkreis",1986,6.56
"Kleve, Landkreis",1987,6.22
"Kleve, Landkreis",1988,7.13
"Kleve, Landkreis",1989,6.92
"Kleve, Landkreis",1990,7.58
"Kleve, Landkreis",1991,8.17
"Kleve, Landkreis",1992,6.91
"Kleve, Landkreis",1993,9.64
"Kleve, Landkreis",1994,6.91
"Kleve, Landkreis",1995,6.42
"Kleve, Landkreis",1996,7.87
"Kleve, Landkreis",1997,7.11
"Kleve, Landkreis",1998,7.68
"Kleve, Landkreis",1999,9.83
"Kleve, Landkreis",2000,9.22
"Kleve, Landkreis",2001,10.0
"Kleve, Landkreis",2002,10.19
"Kleve, Landkreis",2003,8.8
"Kleve, Landkreis",2004,9.58
"Kleve, Landkreis",2005,9.92
"Kleve, Landkreis",2006,9.06
"Kleve, Landkreis",2007,10.13
"Kleve, Landkreis",2008,10.76
"Kleve, Landkreis",2009,12.0
"Kleve, Landkreis",2010,10.88
"Kleve, Landkreis",2011,11.82
"Kleve, Landkreis",2012,11.22
"Kleve, Landkreis",2013,11.54
